RptDt;TckrSymb;UpdActn;IntrstRateTermTrad;TradQty;NtryTm;TradId;TradgSsnId;TradDt;Mkt
2021-04-22;BBDC4;0;0,100;875;095853546;28752299;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;2090;095853577;28752307;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;1097;095853655;28752302;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;1540;095853734;28752311;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;1861;095853734;28752313;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;1100;095853765;28752303;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;1320;095853765;28752320;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;3729;095853780;28752305;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;2090;095853812;28752315;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;1190;095853843;28752306;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;1540;095853843;28752310;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;871;095853874;28752312;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;1320;095853890;28752309;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;2750;095853921;28752314;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;2090;095854390;28752324;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;1082;095854421;28752318;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;914;095854452;28752317;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;1320;095854546;28752330;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;3532;095854562;28752327;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;1540;095854593;28752319;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;2090;095854593;28752323;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;1072;095854609;28752328;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;3624;095854624;28752321;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;867;095854656;28752325;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;1540;095854687;28752322;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;1320;095854702;28752326;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;904;095854702;28752333;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;856;095854749;28752332;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;2750;095854765;28752316;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;1820;095854827;28752340;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;805;095854859;28752429;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;897;095854906;28752337;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;1162;095854952;28752329;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;2750;095854984;28752331;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;1155;095854999;28752336;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;1320;095855015;28752342;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;1540;095855046;28752335;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;775;095855046;28752414;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;1509;095855390;28752341;1;2021-04-22;91
2021-04-22;BBDC4;0;0,100;2090;095855390;28752343;1;2021-04-22;91
